sample,zn_o_water_distance_A,total_energy_hartree,homo_hartree,lumo_hartree,gap_hartree,converged,xyz_file
11,4.615804240313153,-1303.87437334621,-0.27434276698944476,-0.14496985959932063,0.12937290739012414,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0011.xyz
12,2.439984337155572,-1305.1557020273683,-0.3456298610561989,-0.04571238738103203,0.29991747367516686,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0012.xyz
13,2.9635638816982435,-1306.3089161974017,-0.3730954100375786,-0.03909341375311426,0.33400199628446436,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0013.xyz
14,4.751708853210338,-1298.1875118713278,-0.24154243356156221,-0.07159202854957386,0.16995040501198835,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0014.xyz
15,4.618692609368792,-1304.7208780893832,-0.2750964989979679,-0.14520771738832133,0.12988878160964656,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0015.xyz
16,4.6351600354562885,-1304.2996772361898,-0.3687775608622876,-0.07463641902652444,0.2941411418357631,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0016.xyz
17,4.172899034588326,-1304.2475615931844,-0.35097900168010876,-0.10127704663283854,0.24970195504727022,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0017.xyz
18,3.5516830936039043,-1304.8210288603104,-0.34516675047789985,-0.09784773642087059,0.24731901405702927,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0018.xyz
19,4.790436810479054,-1304.2622985678586,-0.34319589260440403,-0.0743542617782992,0.26884163082610485,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0019.xyz
20,2.299398949446668,-1298.95708547275,-0.22347422565651637,-0.09982080180639732,0.12365342385011904,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0020.xyz
21,2.8223384953104182,-1305.3608188209773,-0.277542773742553,-0.181613923089263,0.09592885065328999,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0021.xyz
22,4.228249860163395,-1303.6324508333191,-0.3698439986404238,-0.08056037523873706,0.28928362340168673,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0022.xyz
23,3.8703092115185243,-1304.5209617762334,-0.36538016342170815,-0.10511528913220815,0.2602648742895,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0023.xyz
24,2.2670064925801396,-1295.9995515829282,-0.22557430074717258,-0.05050862340242244,0.17506567734475015,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0024.xyz
25,3.887800869390962,-1304.2070170861737,-0.35012625501090283,-0.08628268218765117,0.26384357282325166,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0025.xyz
26,3.178476890820312,-1305.7109558779287,-0.3670881551167597,-0.11140073787107506,0.2556874172456846,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0026.xyz
27,2.5767978940949727,-1306.0079255547166,-0.3507551312362846,-0.0004478244754716681,0.35030730676081295,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0027.xyz
28,3.6201829303114903,-1303.7012099531778,-0.23372931967190821,-0.0621028388961749,0.1716264807757333,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0028.xyz
29,2.798119662562291,-1301.3669938325904,-0.259687712598085,-0.05208839303351274,0.20759931956457225,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0029.xyz
30,4.940984845644921,-1304.2919450910529,-0.36111014837670685,-0.11470568880539948,0.24640445957130735,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0030.xyz
31,2.7737029784436564,-1304.9620595803872,-0.2700571363781083,-0.13849232425587313,0.13156481212223517,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0031.xyz
32,3.257414206416084,-1306.7231607441313,-0.1987835410685902,-0.08406153258210386,0.11472200848648634,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0032.xyz
33,3.405984991244397,-1304.6228797366907,-0.34833331654752114,-0.07675487845978995,0.2715784380877312,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0033.xyz
34,3.8682154226107555,-1304.441697939069,-0.26002829732504346,-0.13565546715066046,0.124372830174383,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0034.xyz
35,3.4242762327700813,-1304.6237448356164,-0.35403759242806926,-0.08162985346990238,0.2724077389581669,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0035.xyz
36,2.890914173330394,-1305.0371369246664,-0.3486958597039867,-0.11177830294790486,0.23691755675608184,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0036.xyz
37,2.7003596626716764,-1305.4986873384246,-0.3516730081169509,-0.10246686319331343,0.24920614492363746,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0037.xyz
38,4.340008347364051,-1304.4793783106795,-0.3396746831288641,-0.026187062007805184,0.31348762112105893,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0038.xyz
39,4.543048380599823,-1304.6955717886187,-0.36737954707543274,-0.03544736545212894,0.3319321816233038,True,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0039.xyz
40,4.127715261547263,-1304.3435924128057,-0.34974064989847425,-0.07131557679708582,0.2784250731013884,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0040.xyz
41,2.7974743660714485,-1303.8939546870472,-0.21019578030736533,-0.1098599707494384,0.10033580955792692,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0041.xyz
42,3.326760031168477,-1303.181706280825,-0.24312521454441727,-0.05517422707399575,0.18795098747042152,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0042.xyz
43,2.3629490169809446,-1305.6819338750477,-0.36464574066364575,-0.08382824098043148,0.28081749968321423,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0043.xyz
44,2.6448868901021667,-1306.0225322061362,-0.08218883117795309,-0.03309424648472934,0.049094584693223746,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0044.xyz
45,3.467701855047499,-1304.4417215880508,-0.24643442911002514,-0.11643488093536053,0.1299995481746646,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0045.xyz
46,2.3494273849376452,-1305.7093421565448,-0.1702041395181493,-0.09285608257969498,0.07734805693845433,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0046.xyz
47,4.460429654413739,-1304.3317073809383,-0.3607031325090381,-0.10965457609510762,0.25104855641393053,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0047.xyz
48,4.139214994954625,-1304.5840374663578,-0.24824992857125946,-0.12015692341754163,0.12809300515371785,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0048.xyz
49,2.539776081396932,-1306.1879170309485,-0.29102397105802136,-0.1230858263270398,0.16793814473098156,False,water_sampling_results/xyz_samples_2026-04-30_19-45-38/sample_0049.xyz
